,Epoch,Client_id,Class_id,Label_num,Test_acc,Test_loss,Comsume_time
2259,5,10,1,28,1.0,0.0006790479528717697,124.43987560272217
2260,5,10,6,8,0.75,0.12853625416755676,124.43987560272217
2261,5,10,5,19,0.8947368421052632,0.017082614824175835,124.43987560272217
2262,5,10,0,19,0.8421052631578947,0.031562041491270065,124.43987560272217
2263,5,10,4,3,0.6666666666666666,0.3881382942199707,124.43987560272217
2264,5,11,9,373,0.8820375335120644,0.0007749244105070829,124.43987560272217
2265,5,11,8,85,0.8941176470588236,0.005358004476875067,124.43987560272217
2266,5,11,5,33,0.9696969696969697,0.002903588814660907,124.43987560272217
2267,5,11,0,18,0.8888888888888888,0.048802971839904785,124.43987560272217
2268,5,11,3,35,0.9142857142857143,0.006969525013118982,124.43987560272217
2269,5,11,2,7,0.7142857142857143,0.06291995197534561,124.43987560272217
2270,5,11,6,19,0.5263157894736842,0.05953419208526611,124.43987560272217
2271,5,11,4,9,0.4444444444444444,0.16944509744644165,124.43987560272217
2272,5,11,7,6,1.0,0.0022748219780623913,124.43987560272217
2273,5,11,1,18,0.9444444444444444,0.011275440454483032,124.43987560272217
2274,5,12,7,14,0.8571428571428571,0.015310117043554783,124.43987560272217
2275,5,12,8,44,0.9318181818181818,0.00652996264398098,124.43987560272217
2276,5,12,5,43,0.9767441860465116,0.0026495412457734346,124.43987560272217
2277,5,12,4,14,0.6428571428571429,0.06294609606266022,124.43987560272217
2278,5,12,2,39,0.717948717948718,0.016519425436854362,124.43987560272217
2279,5,12,9,8,1.0,0.019544104114174843,124.43987560272217
2280,5,12,6,1,0.0,1.0121065378189087,124.43987560272217
2281,5,12,0,2,1.0,0.056120365858078,124.43987560272217
2282,5,13,7,46,0.9565217391304348,0.00306716444902122,124.43987560272217
2283,5,13,9,12,0.8333333333333334,0.028544096276164055,124.43987560272217
2284,5,13,8,28,1.0,0.004548682831227779,124.43987560272217
2285,5,13,4,4,0.75,0.13323724269866943,124.43987560272217
2286,5,13,1,21,0.9047619047619048,0.018084228038787842,124.43987560272217
2287,5,13,5,52,0.9807692307692307,0.0017282958142459393,124.43987560272217
2288,5,13,6,68,0.4117647058823529,0.019628066569566727,124.43987560272217
2289,5,13,2,13,1.0,0.015338579192757607,124.43987560272217
2290,5,13,0,7,1.0,0.050308726727962494,124.43987560272217
2291,5,14,2,25,0.76,0.024054476991295815,124.43987560272217
2292,5,14,5,5,0.8,0.036739688366651535,124.43987560272217
2293,5,14,3,109,0.8623853211009175,0.0038703391328454018,124.43987560272217
2294,5,14,1,51,0.9411764705882353,0.003037316258996725,124.43987560272217
2295,5,14,8,36,0.8888888888888888,0.013241427950561047,124.43987560272217
2296,5,14,7,51,0.9607843137254902,0.0035337009467184544,124.43987560272217
2297,5,14,0,9,0.8888888888888888,0.047065168619155884,124.43987560272217
2298,5,14,9,10,1.0,0.016488397493958473,124.43987560272217
2299,5,14,4,4,1.0,0.052013099193573,124.43987560272217
2300,5,14,6,1,1.0,0.26482003927230835,124.43987560272217
